;AnoMes;Municipio_Ibge;Municipio;Estado_Ibge;Estado;Sigla_Regiao;Regiao;VL_PagadorPF;QT_PagadorPF;VL_PagadorPJ;QT_PagadorPJ;VL_RecebedorPF;QT_RecebedorPF;VL_RecebedorPJ;QT_RecebedorPJ;QT_PES_PagadorPF;QT_PES_PagadorPJ;QT_PES_RecebedorPF;QT_PES_RecebedorPJ
2802;2022-06-01;3136306;JOÃO PINHEIRO;31;MINAS GERAIS;SE;SUDESTE;88437983,17;282201;91294219,8;26121;91928297,14;221548;94986506,31;55983;19490;1552;20251;1479
4021;2022-06-01;2207405;PALMEIRA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;5053398,19;25563;575620,04;897;5318473,73;19649;855212,5;1981;1716;51;1744;54
321;2022-06-01;4106001;CONGONHINHAS;41;PARANÁ;SU;SUL;7937852,67;28720;2136755,7;2235;8260062,4;22049;2037582,91;4586;2582;149;2530;150
2546;2022-06-01;2605509;FERREIROS;26;PERNAMBUCO;NE;NORDESTE;8942005,65;47859;1361794,03;1570;8945932,7;42263;1071126,07;3466;3251;101;3384;92
5474;2022-06-01;5205059;CASTELÂNDIA;52;GOIÁS;CO;CENTRO-OESTE;4963829,34;16069;2001764,18;981;4384659,93;12523;2013785,68;1800;1319;63;1241;65
330;2022-06-01;4306502;DOM FELICIANO;43;RIO GRANDE DO SUL;SU;SUL;8735119,63;30777;2325827,76;1963;7741805,33;20141;2373437,06;4946;3113;165;2788;178
5858;2022-06-01;3522307;ITAPETININGA;35;SÃO PAULO;SE;SUDESTE;258974017,99;954066;316452116,53;98032;284071977,57;776160;251845035,64;182887;72551;5189;70575;4931
287;2022-06-01;2907558;CATURAMA;29;BAHIA;NE;NORDESTE;3190883,08;14146;407949,84;282;3515040,67;11195;241698,51;562;1305;49;1388;38
53;2022-06-01;4107108;DIAMANTE DO NORTE;41;PARANÁ;SU;SUL;6151169,33;24800;4162435,43;1797;6587831,4;18290;5023405,65;5186;2101;118;2064;120
1715;2022-06-01;4311734;MAMPITUBA;43;RIO GRANDE DO SUL;SU;SUL;2432185,96;7892;1057476,26;656;2730433,68;6273;638367,59;1400;784;34;742;35
5253;2022-06-01;2926806;RIO DO ANTÔNIO;29;BAHIA;NE;NORDESTE;9779490,18;34136;1561893,85;1157;9137069,34;25968;1907526,0;2413;2816;95;2872;80
2483;2022-06-01;2511707;PILÕEZINHOS;25;PARAÍBA;NE;NORDESTE;2820639,93;14314;323340,59;585;2717525,91;12692;139817,38;500;1091;25;1203;23
1453;2022-06-01;2111078;SÃO JOÃO DO SOTER;21;MARANHÃO;NE;NORDESTE;10237114,41;56996;933603,05;845;9235097,48;45052;1048876,9;1834;3508;55;3687;56
1791;2022-06-01;2400604;ALMINO AFONSO;24;RIO GRANDE DO NORTE;NE;NORDESTE;6754539,59;32626;1259164,23;698;5753328,21;27567;1392722,49;1813;1731;50;1694;43
3879;2022-06-01;2703205;IGREJA NOVA;27;ALAGOAS;NE;NORDESTE;11962142,41;59440;592707,0;856;11582527,75;48089;731016,12;1513;5211;75;5388;83
4709;2022-06-01;2202075;CAJAZEIRAS DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;1611116,01;11683;558597,36;239;1569516,07;9458;244303,23;565;748;18;845;14
3935;2022-06-01;4110052;IGUATU;41;PARANÁ;SU;SUL;1889513,07;7121;1359137,15;462;1974608,38;5172;1408008,35;1133;684;43;631;42
4891;2022-06-01;2609501;NAZARÉ DA MATA;26;PERNAMBUCO;NE;NORDESTE;27847634,35;163812;6317574,33;4851;29108082,21;137811;59806128,64;10389;10306;323;10883;293
296;2022-06-01;3202603;ICONHA;32;ESPÍRITO SANTO;SE;SUDESTE;15837145,63;59279;22638207,17;6705;16714413,89;46365;18851741,55;14794;4665;456;4461;446
395;2022-06-01;4204194;CHAPADÃO DO LAGEADO;42;SANTA CATARINA;SU;SUL;4284524,61;8015;632035,24;781;2680722,49;4526;1034171,77;1961;823;69;722;69
5481;2022-06-01;1508159;URUARÁ;15;PARÁ;NO;NORTE;59240926,3;206435;29851666,01;15375;59608354,37;157810;26152567,28;43026;12586;505;12780;508
1125;2022-06-01;5106703;PONTE BRANCA;51;MATO GROSSO;CO;CENTRO-OESTE;2968505,15;9986;263292,58;264;2991357,48;8357;423395,43;889;682;26;677;35
3777;2022-06-01;2703700;JARAMATAIA;27;ALAGOAS;NE;NORDESTE;4613100,92;16946;1226368,35;449;4308207,75;13529;508316,19;545;1280;24;1416;26
662;2022-06-01;3518107;GUARANTÃ;35;SÃO PAULO;SE;SUDESTE;6307703,18;31613;1198844,3;1661;6520741,76;24903;2041711,5;4020;2613;133;2518;139
4739;2022-06-01;3501806;AMÉRICO DE CAMPOS;35;SÃO PAULO;SE;SUDESTE;6921252,24;24489;1464147,01;1400;8235696,71;19768;1567288,37;3596;2212;126;2129;136
4164;2022-06-01;2208502;PORTO;22;PIAUÍ;NE;NORDESTE;6984766,83;44787;2565555,93;2000;6921070,26;37108;1137032,42;3846;2795;89;3055;88
3700;2022-06-01;4100400;ALMIRANTE TAMANDARÉ;41;PARANÁ;SU;SUL;164719734,61;748605;106175567,59;68683;190999026,65;662405;106866586,03;106690;53124;3413;55097;3221
1320;2022-06-01;3104700;ATALÉIA;31;MINAS GERAIS;SE;SUDESTE;14597773,81;48720;2264685,7;1821;14553281,16;39671;2854932,54;4491;3716;149;3759;150
2181;2022-06-01;2506103;FAGUNDES;25;PARAÍBA;NE;NORDESTE;7486499,12;41534;937923,77;766;7889062,21;37244;1086092,22;2670;3137;58;3402;57
795;2022-06-01;3123528;DURANDÉ;31;MINAS GERAIS;SE;SUDESTE;7068633,65;21524;2095360,05;1252;5644814,67;15198;943114,23;2532;2046;110;1893;94
794;2022-06-01;4219150;VARGEM;42;SANTA CATARINA;SU;SUL;2981686,01;6024;470908,26;493;2000750,19;4186;581848,14;838;701;42;652;46
3013;2022-06-01;3144409;NATÉRCIA;31;MINAS GERAIS;SE;SUDESTE;4848079,03;12274;1630033,08;825;4406395,36;9201;1581229,42;1655;1317;100;1202;98
3008;2022-06-01;4200705;ALFREDO WAGNER;42;SANTA CATARINA;SU;SUL;11903040,68;27870;5961639,07;4240;14039646,21;19700;5867973,71;9680;2971;336;2718;360
4580;2022-06-01;3148509;PAVÃO;31;MINAS GERAIS;SE;SUDESTE;6515249,63;28067;3295783,78;1494;6994882,65;23194;2022000,97;2541;2250;99;2328;107
3332;2022-06-01;2108009;PASTOS BONS;21;MARANHÃO;NE;NORDESTE;19509530,29;97872;7935900,17;3032;17991761,68;78132;7077310,0;9674;5419;149;5590;150
4579;2022-06-01;2106904;MONÇÃO;21;MARANHÃO;NE;NORDESTE;15353331,02;103591;2394159,0;1834;14200349,98;83578;2460179,6;6863;6131;92;6237;101
3471;2022-06-01;2203420;DOMINGOS MOURÃO;22;PIAUÍ;NE;NORDESTE;2552678,41;15409;67720,32;235;3104085,79;12875;63778,09;364;1095;18;1160;20
944;2022-06-01;2918506;JUSSARA;29;BAHIA;NE;NORDESTE;11118301,03;54378;1733175,01;1400;10966693,16;46573;1540701,57;2955;4187;105;4285;98
4568;2022-06-01;2615904;TUPARETAMA;26;PERNAMBUCO;NE;NORDESTE;9678160,94;38973;1655778,44;1069;8775107,78;31868;1365130,99;2885;2814;86;2864;85
568;2022-06-01;3520608;INDIANA;35;SÃO PAULO;SE;SUDESTE;7050797,02;25794;2509407,56;2333;7693230,86;21301;2578346,54;3707;2043;162;1976;146
5009;2022-06-01;2612406;SANHARÓ;26;PERNAMBUCO;NE;NORDESTE;13672854,7;57027;2832141,12;2171;14160115,69;49545;2160397,37;6518;4323;160;4607;141
3709;2022-06-01;2202778;COLÔNIA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;4543725,63;23979;407454,17;444;5103819,27;19074;181969,62;919;1612;35;1879;30
667;2022-06-01;3515806;FLORA RICA;35;SÃO PAULO;SE;SUDESTE;1468633,2;6817;118175,62;141;1374368,04;4945;115261,74;582;568;14;547;16
1504;2022-06-01;3534807;OURO VERDE;35;SÃO PAULO;SE;SUDESTE;7046899,22;31595;3097450,41;2281;7686945,22;24196;9948195,69;4755;2602;152;2652;148
4565;2022-06-01;2602803;BUÍQUE;26;PERNAMBUCO;NE;NORDESTE;24507043,35;112361;3699212,72;3438;26096911,34;97074;6104354,96;8511;9249;238;10001;226
4115;2022-06-01;2701100;BRANQUINHA;27;ALAGOAS;NE;NORDESTE;5443644,12;32829;402403,24;769;5598787,19;26705;351840,56;673;2480;39;2749;40
606;2022-06-01;4311791;MARATÁ;43;RIO GRANDE DO SUL;SU;SUL;2363907,77;6510;2063615,62;787;2205126,67;4563;2111762,66;2083;727;79;640;80
831;2022-06-01;3110707;CAMBUQUIRA;31;MINAS GERAIS;SE;SUDESTE;13777342,52;53041;3822873,34;3629;14278836,34;43728;3909607,19;8876;4194;330;4324;327
2958;2022-06-01;3170909;VARZELÂNDIA;31;MINAS GERAIS;SE;SUDESTE;17317408,61;88924;3326459,24;3835;17324412,84;72817;2813575,25;11338;6143;217;5970;202
4599;2022-06-01;3536257;PARISI;35;SÃO PAULO;SE;SUDESTE;3619116,94;9424;789984,08;924;3902476,67;8072;521677,11;1562;829;65;838;60
5310;2022-06-01;5002001;BATAYPORÃ;50;MATO GROSSO DO SUL;CO;CENTRO-OESTE;13277913,5;51869;11082691,08;4349;12973454,58;37366;7054943,03;8906;4221;300;4197;284
3854;2022-06-01;3503307;ARARAS;35;SÃO PAULO;SE;SUDESTE;232771183,49;755828;185560270,15;87724;246164048,75;628639;176619264,23;227886;61175;5160;59379;4861
5400;2022-06-01;2920601;MARAGOGIPE;29;BAHIA;NE;NORDESTE;33242392,76;218114;4104217,46;4295;34815906,58;198240;5676903,57;8407;11394;254;12302;249
5402;2022-06-01;1706001;COUTO MAGALHÃES;17;TOCANTINS;NO;NORTE;8267018,29;24077;15006389,74;2371;6795944,69;18956;17994120,6;4669;1510;95;1559;87
4118;2022-06-01;4100301;AGUDOS DO SUL;41;PARANÁ;SU;SUL;11699746,86;30222;7917707,92;4078;11050363,58;24980;8466504,48;6604;2734;244;2717;238
4104;2022-06-01;3165701;SENADOR FIRMINO;31;MINAS GERAIS;SE;SUDESTE;7175588,33;24198;1682888,51;1888;7540118,28;18118;2213515,28;3623;2184;151;2073;145
5976;2022-06-01;3104106;ARCEBURGO;31;MINAS GERAIS;SE;SUDESTE;7697612,24;33578;9508174,83;3179;7770111,11;25587;12177229,98;8378;2967;227;2936;234
1297;2022-06-01;3542503;REGINÓPOLIS;35;SÃO PAULO;SE;SUDESTE;8749373,28;34226;2666291,9;2239;9228214,11;26193;2239522,71;4711;2577;152;2441;160
4154;2022-06-01;3524204;JABORANDI;35;SÃO PAULO;SE;SUDESTE;9025998,37;28612;1922443,62;1981;11649018,15;20713;2091010,09;2842;2443;143;2351;132
5940;2022-06-01;1400407;NORMANDIA;14;RORAIMA;NO;NORTE;5257276,44;27677;2521690,23;1490;4449879,35;20145;1560826,63;3707;1535;44;1483;44
896;2022-06-01;1718303;PRAIA NORTE;17;TOCANTINS;NO;NORTE;7130519,91;44085;431189,2;384;7388913,14;37570;542854,63;1288;2405;33;2598;30
4077;2022-06-01;1705508;COLINAS DO TOCANTINS;17;TOCANTINS;NO;NORTE;87572249,85;281501;34690227,79;23991;94410522,08;227726;41474143,92;64925;15425;1025;16173;992
1350;2022-06-01;2504207;CATINGUEIRA;25;PARAÍBA;NE;NORDESTE;3782278,21;18742;690060,89;324;4310244,78;15836;250908,68;848;1268;24;1434;25
5977;2022-06-01;3527256;LOURDES;35;SÃO PAULO;SE;SUDESTE;2539179,99;8799;260223,02;485;3002108,98;6442;240079,03;1349;779;35;765;37
4315;2022-06-01;2410306;SERRA CAIADA;24;RIO GRANDE DO NORTE;NE;NORDESTE;7736930,08;40798;6093447,18;2389;7319603,54;36475;5024171,88;5494;2584;94;2757;82
103;2022-06-01;3133204;ITANHOMI;31;MINAS GERAIS;SE;SUDESTE;14229700,11;40396;2652891,93;1853;18978206,26;31571;3419137,52;5428;3515;188;3764;205
1994;2022-06-01;4302584;BOZANO;43;RIO GRANDE DO SUL;SU;SUL;2285763,61;4377;953232,46;415;1542195,26;2607;612897,64;577;509;34;426;34
5295;2022-06-01;2803203;ITAPORANGA D'AJUDA;28;SERGIPE;NE;NORDESTE;26514137,97;168610;28762790,25;6410;27573075,76;144508;26190848,82;17461;10442;336;11351;310
4270;2022-06-01;2203503;ELESBÃO VELOSO;22;PIAUÍ;NE;NORDESTE;8576703,07;57496;2146256,84;976;8759551,08;48535;1667705,27;3354;3964;93;4091;99
2333;2022-06-01;5214838;NOVA CRIXÁS;52;GOIÁS;CO;CENTRO-OESTE;28273817,11;63627;13949143,38;8353;26764970,42;55861;14069007,93;14604;4015;296;4269;287
3284;2022-06-01;2204550;GUARIBAS;22;PIAUÍ;NE;NORDESTE;4659759,43;16848;2206935,11;700;3747167,3;13309;2347360,52;1265;1058;51;1105;37
4918;2022-06-01;2103901;DUQUE BACELAR;21;MARANHÃO;NE;NORDESTE;5295788,26;39661;918699,71;878;4812869,32;30743;613241,67;2313;2463;55;2501;49
4214;2022-06-01;1718402;PRESIDENTE KENNEDY;17;TOCANTINS;NO;NORTE;5058098,94;23895;881378,69;1042;4733821,72;19263;948939,5;2700;1299;47;1349;51
3732;2022-06-01;3549102;SÃO JOÃO DA BOA VISTA;35;SÃO PAULO;SE;SUDESTE;173052263,99;496487;158669395,21;58583;192156774,33;410647;146042196,15;112603;40174;3861;39121;3760
3731;2022-06-01;2608057;JATOBÁ;26;PERNAMBUCO;NE;NORDESTE;12783576,38;73355;4698418,33;1424;11703313,65;57795;3627591,02;4097;4697;90;4668;87
4609;2022-06-01;2801306;CAPELA;28;SERGIPE;NE;NORDESTE;23950353,94;137188;7405464,24;4029;23521705,05;114630;9302092,73;11300;8925;238;9489;232
2116;2022-06-01;4315602;RIO GRANDE;43;RIO GRANDE DO SUL;SU;SUL;305026010,93;1329156;438218711,61;114241;309052102,01;1091232;604929690,28;213555;97332;5865;94744;5498
4203;2022-06-01;1503457;IPIXUNA DO PARÁ;15;PARÁ;NO;NORTE;21204839,1;123607;7488426,07;5568;20893992,48;104339;5775452,62;14109;7089;258;7138;246
3761;2022-06-01;4309704;HUMAITÁ;43;RIO GRANDE DO SUL;SU;SUL;5152297,33;13535;2428473,31;897;4146461,07;8508;4845824,54;3173;1503;122;1295;139
2004;2022-06-01;2702405;DELMIRO GOUVEIA;27;ALAGOAS;NE;NORDESTE;55388966,2;282130;12226870,3;11892;54592327,4;234476;10954455,25;29222;17894;676;19057;613
2720;2022-06-01;3169406;TRÊS PONTAS;31;MINAS GERAIS;SE;SUDESTE;95096608,32;259451;142211744,92;23407;97400685,17;214551;133975593,73;42950;20201;1560;20636;1523
2125;2022-06-01;2910750;FÁTIMA;29;BAHIA;NE;NORDESTE;13928910,32;60788;3384895,25;1968;14806051,75;52319;2620801,44;4360;4452;147;4789;130
1346;2022-06-01;2205151;JACOBINA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;3317719,0;15552;1154475,66;1151;3230725,69;12155;954059,49;2034;1035;56;1083;52
519;2022-06-01;4306353;DEZESSEIS DE NOVEMBRO;43;RIO GRANDE DO SUL;SU;SUL;1877384,37;5970;1586549,28;339;1606925,39;4078;1182324,88;600;671;24;594;34
533;2022-06-01;3156809;SABINÓPOLIS;31;MINAS GERAIS;SE;SUDESTE;13752207,0;50712;3281681,66;2604;16353024,2;40787;2848105,29;6703;4338;222;4502;217
2762;2022-06-01;1506112;QUATIPURU;15;PARÁ;NO;NORTE;7482588,2;50963;1915070,33;1692;7461238,8;43078;1124144,73;3457;3235;72;3391;67
4765;2022-06-01;2112233;TRIZIDELA DO VALE;21;MARANHÃO;NE;NORDESTE;21789374,31;121025;11441504,28;6164;21635843,66;105127;8657314,1;11408;6488;250;6842;245
661;2022-06-01;5106182;NOVA LACERDA;51;MATO GROSSO;CO;CENTRO-OESTE;11143764,97;29165;3483944,78;2268;10685121,98;20783;2940742,75;5221;2309;144;2197;134
3418;2022-06-01;4321857;TRÊS PALMEIRAS;43;RIO GRANDE DO SUL;SU;SUL;4176039,39;11060;1986135,4;1362;3410784,27;7744;2422592,53;2455;1281;118;1151;122
4319;2022-06-01;5207600;FAZENDA NOVA;52;GOIÁS;CO;CENTRO-OESTE;9868538,88;27199;2288500,98;1309;11043156,44;20600;2568730,4;2969;1892;118;1858;111
4970;2022-06-01;2311900;SABOEIRO;23;CEARÁ;NE;NORDESTE;14456062,5;64108;1222878,95;1129;13892918,1;59239;934622,08;2855;4113;68;4201;62
4141;2022-06-01;2304269;DEPUTADO IRAPUAN PINHEIRO;23;CEARÁ;NE;NORDESTE;6708417,47;31200;1676984,91;853;6452837,03;27580;1210458,49;2577;2262;60;2371;61
1582;2022-06-01;2307254;JIJOCA DE JERICOACOARA;23;CEARÁ;NE;NORDESTE;37409308,16;186595;23195639,4;25778;40145657,34;173085;23941290,34;85657;8571;1055;8640;979
157;2022-06-01;3103108;ANTÔNIO PRADO DE MINAS;31;MINAS GERAIS;SE;SUDESTE;1812225,91;6033;87287,31;144;1582149,75;5517;90826,17;337;479;20;474;17
2326;2022-06-01;2926301;RIACHÃO DO JACUÍPE;29;BAHIA;NE;NORDESTE;46484250,9;199755;27093230,32;11220;49936071,95;181720;28000335,36;26970;11412;639;12105;633
4776;2022-06-01;2913705;INHAMBUPE;29;BAHIA;NE;NORDESTE;33533200,55;161475;12593624,52;8436;32944745,45;136142;9996429,42;18312;10591;462;11383;455
632;2022-06-01;1702901;AXIXÁ DO TOCANTINS;17;TOCANTINS;NO;NORTE;16724644,41;70662;2058944,06;2015;16358971,54;56870;3926671,71;4811;3942;114;4289;102
2024;2022-06-01;2200277;ALEGRETE DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;7457488,77;32165;450864,14;594;7794188,03;26839;671615,53;1587;1683;35;1713;38
4886;2022-06-01;2704104;LAGOA DA CANOA;27;ALAGOAS;NE;NORDESTE;13664547,27;58693;2399133,35;1843;13617668,38;48970;1812887,83;2731;4444;112;4604;94
1154;2022-07-01;5106703;PONTE BRANCA;51;MATO GROSSO;CO;CENTRO-OESTE;3386195,44;11286;366656,16;437;3208434,86;8920;500111,75;1100;704;32;729;35
4264;2022-07-01;2202075;CAJAZEIRAS DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;1770068,48;13154;598247,75;284;1739001,86;10218;275035,81;646;766;20;877;20
1411;2022-07-01;3520608;INDIANA;35;SÃO PAULO;SE;SUDESTE;7386991,41;26896;2627838,34;2507;8150102,27;22454;3075084,68;4360;2094;160;2038;153
1548;2022-07-01;1600303;MACAPÁ;16;AMAPÁ;NO;NORTE;986499530,84;6189083;393063991,85;335642;997235689,42;5419197;370772991,25;714840;256421;10192;257208;9670
1254;2022-07-01;4302584;BOZANO;43;RIO GRANDE DO SUL;SU;SUL;2235603,95;4823;945995,36;454;1834488,67;2893;807005,14;527;520;36;445;27
4476;2022-07-01;5202353;ARENÓPOLIS;52;GOIÁS;CO;CENTRO-OESTE;10011895,62;15719;1461059,9;1147;10532546,43;10822;1857244,68;3342;1160;70;1157;65
3421;2022-07-01;2203420;DOMINGOS MOURÃO;22;PIAUÍ;NE;NORDESTE;2950614,03;17001;85885,06;293;2691925,66;14056;92697,11;461;1133;17;1202;19
4467;2022-07-01;2106904;MONÇÃO;21;MARANHÃO;NE;NORDESTE;15595831,63;112225;2324782,71;1823;14440685,34;88119;2308233,16;7849;6432;96;6482;98
1718;2022-07-01;2504207;CATINGUEIRA;25;PARAÍBA;NE;NORDESTE;4169419,24;19885;779741,36;546;4463578,25;16875;332378,43;1088;1289;29;1464;24
3822;2022-07-01;2701100;BRANQUINHA;27;ALAGOAS;NE;NORDESTE;5717767,85;35554;365436,38;705;5883260,69;28492;381744,85;753;2614;40;2853;42
2047;2022-07-01;3165701;SENADOR FIRMINO;31;MINAS GERAIS;SE;SUDESTE;7860345,45;27008;2047414,28;2082;8139910,04;21359;2518558,67;4380;2244;157;2159;163
1448;2022-07-01;3515194;ESPÍRITO SANTO DO TURVO;35;SÃO PAULO;SE;SUDESTE;4505002,86;19365;1912752,66;1371;4807229,5;15363;1465622,79;2120;1711;95;1737;85
2367;2022-07-01;3144409;NATÉRCIA;31;MINAS GERAIS;SE;SUDESTE;4962437,69;12838;1276365,25;874;4762584,17;9440;4591735,33;1844;1340;96;1221;102
1183;2022-07-01;2205151;JACOBINA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;3505534,36;16909;995070,41;1142;3563325,76;14023;954886,5;2420;1095;54;1122;48
60;2022-07-01;3165800;SENADOR JOSÉ BENTO;31;MINAS GERAIS;SE;SUDESTE;2032914,96;5197;189993,12;249;1857976,39;3772;356832,86;355;491;22;448;25
3779;2022-07-01;3165206;SÃO TOMÉ DAS LETRAS;31;MINAS GERAIS;SE;SUDESTE;7400151,48;30525;6043509,43;6155;9073395,64;32523;5688763,21;12925;2223;340;2397;324
1527;2022-07-01;4114401;MANGUEIRINHA;41;PARANÁ;SU;SUL;25269742,42;65160;23622639,11;8573;23993093,7;45811;19243956,49;16139;5896;491;5828;515
768;2022-07-01;1506112;QUATIPURU;15;PARÁ;NO;NORTE;8809719,11;57354;1949841,07;1994;8900624,42;48461;1391518,44;4545;3414;72;3628;71
4643;2022-07-01;2609501;NAZARÉ DA MATA;26;PERNAMBUCO;NE;NORDESTE;33121520,35;186786;7033171,43;5429;31415744,07;155251;47874610,46;11369;10758;318;11365;297
2732;2022-07-01;2511707;PILÕEZINHOS;25;PARAÍBA;NE;NORDESTE;3053278,28;16012;268592,28;548;3202841,9;14503;135706,28;535;1133;26;1242;22
717;2022-07-01;3202603;ICONHA;32;ESPÍRITO SANTO;SE;SUDESTE;17078026,51;64208;22858649,6;7144;17928062,82;50932;18606590,97;15977;4779;485;4532;468
2162;2022-07-01;2400604;ALMINO AFONSO;24;RIO GRANDE DO NORTE;NE;NORDESTE;6174797,6;33265;971460,43;815;5439633,75;29512;974298,22;1938;1800;51;1744;46
3639;2022-07-01;2105658;JUNCO DO MARANHÃO;21;MARANHÃO;NE;NORDESTE;6002313,26;31489;643012,83;667;5768303,9;27184;717468,52;1593;1791;26;1837;24
5788;2022-07-01;5107925;SORRISO;51;MATO GROSSO;CO;CENTRO-OESTE;417567923,29;737869;507007088,9;125115;425012902,48;547666;502078937,21;237907;47635;5795;46430;5400
2585;2022-07-01;4106001;CONGONHINHAS;41;PARANÁ;SU;SUL;8060484,43;31262;2597492,01;2404;7699884,86;23900;3016637,01;4879;2655;157;2618;157
4577;2022-07-01;1200138;BUJARI;12;ACRE;NO;NORTE;9995314,49;51548;4896662,1;2497;10563039,61;41434;3647439,35;4442;3041;100;3211;89
3076;2022-07-01;3527256;LOURDES;35;SÃO PAULO;SE;SUDESTE;2496621,62;9505;259434,65;486;3577352,19;6934;234588,34;1491;788;35;781;35
5786;2022-07-01;4110409;INDIANÓPOLIS;41;PARANÁ;SU;SUL;6048527,37;21438;3696522,78;1715;5828737,14;15596;2963849,6;3198;1754;98;1665;102
2115;2022-07-01;5106182;NOVA LACERDA;51;MATO GROSSO;CO;CENTRO-OESTE;10767563,45;29682;4076167,38;2153;9949757,16;22449;4226293,28;5403;2346;154;2246;139
5641;2022-07-01;4120309;PORTO VITÓRIA;41;PARANÁ;SU;SUL;2552435,38;9335;1473187,71;1237;3154484,13;7288;1817204,76;1720;1042;84;1084;85
4205;2022-07-01;2107407;OLHO D'ÁGUA DAS CUNHÃS;21;MARANHÃO;NE;NORDESTE;20186869,63;119733;2754603,46;2256;19248086,67;93914;3769193,08;8929;6279;109;6186;100
5772;2022-07-01;3301157;CARDOSO MOREIRA;33;RIO DE JANEIRO;SE;SUDESTE;13442482,16;63546;8955758,05;3908;13544618,28;53844;7467819,46;9168;4579;257;4551;265
674;2022-07-01;2918506;JUSSARA;29;BAHIA;NE;NORDESTE;12114827,91;58094;2128528,36;1635;12610555,86;49841;2034966,0;3504;4379;104;4491;96
4495;2022-07-01;3170909;VARZELÂNDIA;31;MINAS GERAIS;SE;SUDESTE;18302854,13;96342;3512519,3;4211;19153084,06;78843;2921715,48;12635;6361;223;6167;221
3334;2022-07-01;3104106;ARCEBURGO;31;MINAS GERAIS;SE;SUDESTE;7845723,47;34536;12559949,47;3437;8094699,68;26063;10844303,3;9058;3035;231;2931;242
2059;2022-07-01;3136306;JOÃO PINHEIRO;31;MINAS GERAIS;SE;SUDESTE;91981490,37;297984;103916071,21;28302;94958664,4;235405;98756543,68;60552;20085;1586;20892;1511
4158;2022-07-01;2204550;GUARIBAS;22;PIAUÍ;NE;NORDESTE;5035830,13;18581;2636833,61;803;4056084,53;14581;2855095,05;1405;1152;54;1178;41
310;2022-07-01;4311791;MARATÁ;43;RIO GRANDE DO SUL;SU;SUL;2391148,13;7475;2326430,21;813;2507299,74;5042;2379537,66;2285;752;78;658;82
4749;2022-07-01;2112233;TRIZIDELA DO VALE;21;MARANHÃO;NE;NORDESTE;21765680,21;127310;13093329,75;6537;22769165,08;109824;7916714,57;12680;6715;271;7029;248
5015;2022-07-01;3501806;AMÉRICO DE CAMPOS;35;SÃO PAULO;SE;SUDESTE;7495026,03;27270;1985258,25;1701;8567541,85;21177;1828291,95;4273;2262;135;2170;139
1699;2022-07-01;4215307;SALETE;42;SANTA CATARINA;SU;SUL;9568276,21;30545;43882783,07;6022;9425071,62;18300;40201253,87;10871;2935;423;2643;423
2200;2022-07-01;4200705;ALFREDO WAGNER;42;SANTA CATARINA;SU;SUL;11716065,49;29529;6279686,31;4674;12290720,29;20455;5800071,88;10845;3013;361;2782;364
1669;2022-07-01;3169406;TRÊS PONTAS;31;MINAS GERAIS;SE;SUDESTE;102687236,6;281852;108749561,53;25023;110566630,9;231631;114064900,41;47684;20644;1602;21253;1550
3941;2022-07-01;2302404;BOA VIAGEM;23;CEARÁ;NE;NORDESTE;49828904,85;253511;10379355,9;8319;49490258,28;223311;10471985,77;23625;15851;462;16391;419
1328;2022-07-01;3534807;OURO VERDE;35;SÃO PAULO;SE;SUDESTE;7963089,92;34815;2801707,47;2596;8623101,77;27266;5272079,47;4939;2747;168;2801;152
2560;2022-07-01;5207600;FAZENDA NOVA;52;GOIÁS;CO;CENTRO-OESTE;8249636,04;27817;3076417,23;1454;9457812,51;22082;2123460,2;3471;1953;115;1936;115
298;2022-07-01;3123528;DURANDÉ;31;MINAS GERAIS;SE;SUDESTE;8929955,51;23211;2189582,76;1223;7265192,62;16457;755225,99;2730;2112;101;1956;100
4244;2022-07-01;3542503;REGINÓPOLIS;35;SÃO PAULO;SE;SUDESTE;8056879,79;37105;2657823,36;2728;8311824,24;27869;2329319,31;5118;2574;160;2508;161
3394;2022-07-01;5201405;APARECIDA DE GOIÂNIA;52;GOIÁS;CO;CENTRO-OESTE;1383786212,6;5566312;1100133479,26;450426;1557328707,44;4997724;1115669312,02;1052389;278716;18325;293399;17102
3328;2022-07-01;2207405;PALMEIRA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;5545053,47;27037;539177,17;853;5418117,36;20854;1073202,36;2191;1764;51;1802;53
4180;2022-07-01;4211504;NOVA TRENTO;42;SANTA CATARINA;SU;SUL;19408706,44;52061;31699659,27;9815;20318490,1;38875;28624534,64;14770;4958;741;4627;742
1181;2022-07-01;2200277;ALEGRETE DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;7913958,44;34098;390257,27;685;7383935,83;28471;477178,55;1739;1711;41;1744;38
349;2022-07-01;4306502;DOM FELICIANO;43;RIO GRANDE DO SUL;SU;SUL;8631959,23;33391;2283975,08;2029;7328506,29;22224;2500836,72;5712;3216;174;2921;177
